Object ID,Item Name,Retrieved Date,Retrieved,Condition,Sector,Status,Status Date,Weight
5ra8eYxS94BZQjF3PwUpRJ,,2010-01-12 15:08:31,False,poor,3,Left in Sector,2020-02-16 04:51:51,10.227865537052935
FE7YvYsL9pWdKisvtghq9d,Lighter,2010-01-14 09:10:02,False,poor,1,Left in Sector,2020-12-26 00:29:44,9.271400194053678
BHUmbPSyNwN4SVdfEYZgKU,Toaster,2010-01-14 14:48:34,True,excelent,0,Repaired,2020-07-06 17:27:03,29.25875639284296
cSwfnaxefq5hnaqPZoHHtF,lighter,2010-01-15 05:16:59,True,excelent,1,Pending Repair,2020-02-10 01:44:08,2.609311913855639
LN46NMsWt4edtmzxC7H6id,lighter,2010-01-18 01:14:46,False,excellent,1,Left in Sector,2020-05-20 19:24:20,6.384825024847464
2CPTkovP35wKaZoovSSDzB,Toaster,2010-01-18 13:19:33,True,Excellent,1,Inventoried,2020-06-22 07:57:23,39.082098848297704
DLXcYMz3NJPa9KHBrQHsgV,yo-yo,2010-01-18 15:34:57,False,Trash,6,Left in Sector,2020-07-08 04:11:07,10.837706049723757
HmJsS6D42frcXWexSLUPeH,Toaster,2010-01-19 02:27:43,True,Spare Parts,2,Pending Inventory,2020-08-24 05:55:20,32.55249533324243
Pa5GHwG3VKzLsNWsrZ2Ydh,toster,2010-01-20 19:10:57,True,Excellent,3,Pending Repair,2020-09-23 18:08:36,29.723015741185797
GE8WTVZR683NuHi2n5NZ5A,Lighter,2010-01-21 01:32:42,True,Good,5,Pending Repair,2020-12-07 03:20:13,4.100576583240208
PMDLQW4GgmJCM5Wtux3QAa,YoYo,2010-01-22 07:46:44,False,Poor,0,Left in Sector,2020-10-07 14:44:36,5.644065381011284
efa9tpqk7hXufynk86JfD3,,2010-01-22 08:55:01,True,Good,4,Pending Inventory,2020-12-09 12:03:37,41.77938259029215
UwQGW8GyAhQrMAYiZCWTYo,YoYo,2010-01-22 19:44:43,True,excelent,4,Pending Inventory,2020-12-18 02:34:27,14.197306365269586
fZasaRqHnosVMtGX3doNJS,yo-yo,2010-01-23 00:21:24,True,Good,6,Pending Inventory,2020-11-13 22:52:56,15.489069326677189
2s2Lh6AXZVsQZfizisxYfZ,,2010-01-23 10:38:41,True,excelent,4,Pending Repair,2020-04-09 21:19:08,15.26523095592433
A4WU7qQBtGPWskX4iQJZCA,YoYo,2010-01-23 12:24:19,False,Poor,4,Left in Sector,2020-01-07 10:26:19,11.95860463533593
kFTcX7ffmUfKy76h7Mdrue,Lighter,2010-01-24 04:03:39,True,excellent,1,Pending Repair,2020-10-27 17:41:26,5.700285366601476
Fonvypd5FPiZzYt3BtQZC6,,2010-01-24 04:33:05,True,Spare Parts,7,Repaired,2020-04-08 10:19:28,44.922977123041605
R56CZcixqmp9dVEXSQqsKb,lighter,2010-01-25 06:05:05,True,excelent,7,Pending Repair,2020-08-23 18:38:45,3.101136709754786
Y427YWTg2mxCsHymdnDXzB,toster,2010-01-26 07:01:49,False,excelent,6,Left in Sector,2020-07-12 16:55:55,42.44458528484778
WCMF5P5oV22e9viKhJmR8A,YoYo,2010-01-27 06:50:55,False,poor,7,Left in Sector,2020-10-27 11:37:19,14.691901682062412
FoCPCKnrVwXKVdxvAirH4f,,2010-01-31 10:13:34,True,Good,5,Inventoried,2020-05-30 19:40:51,11.477625119582614
KB3PnPtaqrerFQWcgnJELn,toster,2010-02-01 06:24:44,False,poor,5,Left in Sector,2020-06-04 20:25:31,21.722696391328594
5AkzG5BkojuP6fi9XsDGfq,toster,2010-02-02 02:25:44,False,Trash,6,Left in Sector,2020-04-03 18:15:56,21.53461458411709
oXAqoyknGkVGoSPtfip6xb,toster,2010-02-04 12:17:07,False,Good,4,Left in Sector,2020-07-16 17:53:29,28.209450355679998
59y4DyXqLxvUsVvd5uYXmR,yo-yo,2010-02-05 01:59:41,False,Poor,1,Left in Sector,2020-05-16 12:06:49,14.115107651950149
NyAB4ANBEGrqnWxzKaa7zK,yo-yo,2010-02-05 06:11:44,False,Trash,5,Left in Sector,2020-03-28 19:32:35,11.609051240802902
duBiw4RnoM6yrD3UZEFz4w,lighter,2010-02-05 11:16:46,True,Good,4,Pending Repair,2020-06-28 17:10:29,9.479709966501794
CWAyHD4VJfLwLJEr6gi5oV,YoYo,2010-02-05 15:47:23,False,Trash,1,Left in Sector,2020-03-11 08:13:39,10.471083620250631
XUq2tuxKQAHcrkWRspZ3MH,Lighter,2010-02-06 05:24:08,False,Spare Parts,1,Left in Sector,2020-10-30 21:16:48,3.2376733308604777
fK6TFjb4pajZvh9MvDYNsr,Toaster,2010-02-06 10:32:55,True,Excellent,3,Pending Inventory,2020-05-07 20:07:37,32.824521950716075
Qm5PW4iddX2THWVeZMGWgt,,2010-02-07 13:45:43,False,Poor,5,Left in Sector,2020-06-21 17:04:28,7.8741168289831975
LGkAT2TrMNVqNMLH64B6FK,YoYo,2010-02-09 23:26:46,True,Excellent,5,Pending Repair,2020-02-03 13:15:49,13.403895513091777
3ZUMK25HenxgqUscW9pQzf,YoYo,2010-02-10 02:07:19,False,trsh,3,Left in Sector,2020-01-10 16:34:19,13.928302848752674
hqhtM6Ehr4LDJGXyVSz6ea,lighter,2010-02-11 22:52:55,False,Excellent,2,Left in Sector,2020-05-23 20:41:14,2.8349876242783045
bqnSbtR9irZYGb2SeWrE7E,Toaster,2010-02-14 01:01:10,True,good,3,Inventoried,2020-12-02 12:07:20,21.464195081536566
joWZA5odCofbgbdX8uYd66,YoYo,2010-02-14 02:13:46,False,excelent,4,Left in Sector,2020-09-20 07:41:15,6.508685772317427
KmETMENYg7z3d36srwvJFk,Toaster,2010-02-14 21:11:23,True,Good,0,Pending Inventory,2020-07-27 09:27:18,31.10041861604
mcAUfFi26asY2dgtxMM7oQ,Toaster,2010-02-15 04:13:00,True,excelent,6,Inventoried,2020-01-20 00:37:08,21.181673651919528
TH9CbumX3EM3Kiyp5d46V7,Lighter,2010-02-15 13:48:33,False,good,0,Left in Sector,2020-11-27 13:11:53,5.1938785740217766
9k5izeCQ2wNaMHFebZTXcV,Toaster,2010-02-15 15:40:35,True,poor,3,Pending Repair,2020-01-18 06:58:26,25.317860854665913
eJZTpu78ok36kRXx2wqQVB,toster,2010-02-15 17:35:49,False,Trash,6,Left in Sector,2020-12-06 09:03:25,21.779334407054748
KtWLNExk9Hvci2qg9zNPkW,Lighter,2010-02-16 13:09:30,True,Spare Parts,7,Pending Repair,2020-01-24 14:47:11,2.790706946618821
JA2QpDxzT7oyABW3p6fsK7,Toaster,2010-02-17 10:17:46,False,excelent,2,Left in Sector,2020-11-20 01:37:28,22.743726276738883
aXda6zz5GMRwpnKmDDVY7N,toster,2010-02-17 23:38:38,True,good,1,Pending Repair,2020-04-23 12:45:53,40.3608684707495
cHJTL5mfjDEiFbkDszPhp7,Lighter,2010-02-18 02:36:39,True,Good,4,Inventoried,2020-12-26 03:11:02,7.1445578507286305
n4C8KW6QS48v3cVUsipFKh,Lighter,2010-02-18 07:38:19,True,excellent,0,Pending Inventory,2020-11-19 12:49:27,10.782965780570139
hGasBdCyADkZWvASfk3bJU,Toaster,2010-02-18 12:37:58,False,Spare Parts,4,Left in Sector,2020-11-12 07:39:38,27.322548036791332
Hr3SErHAsgDAqz969Gj778,toster,2010-02-18 12:48:48,False,trsh,4,Left in Sector,2020-09-23 04:59:17,43.99172622322852
NYck2GErFBjZ3hDPYrkaQQ,Lighter,2010-02-18 18:28:55,True,Excellent,3,Inventoried,2020-01-29 21:33:24,6.67957938141322
PavWAtvYbdiWt63r78AcNb,Lighter,2010-02-19 11:34:49,True,Good,2,Pending Repair,2020-10-07 15:34:17,2.8180124471341763
WUVgSgBfHeeVqmpm8CmjkU,lighter,2010-02-21 08:37:49,True,excellent,2,Pending Inventory,2020-07-02 03:49:20,6.96417940787961
9STQxSrzR56TGH9gXCgdtF,Lighter,2010-02-21 20:21:24,True,excellent,7,Pending Repair,2020-11-06 11:03:04,10.884448313957781
k35YsxjfCbAZpcKDDXHWWM,,2010-02-22 06:52:26,False,Trash,7,Left in Sector,2020-07-07 17:30:55,40.965158300867074
PDyUXYCWnooFEM4ThgDTA7,Toaster,2010-02-22 17:05:52,True,Excellent,4,Pending Repair,2020-03-06 20:41:04,24.87491369010175
VaVZsTcG6S6cpYS9ZRmiAB,YoYo,2010-02-22 23:17:18,False,excellent,0,Left in Sector,2020-12-28 19:26:22,9.016238527503077
D22wydEaZSYWjw5kEjGYVS,YoYo,2010-02-24 06:02:05,True,excellent,1,Missing,2020-02-07 03:43:00,11.255097606980716
ksPdMH4YzSUhySMjhfWa48,,2010-02-24 08:51:24,False,Spare Parts,1,Left in Sector,2020-03-24 03:29:14,2.773396691213031
Cy627UNpJJWBBHNEAxpuu7,YoYo,2010-02-24 17:01:10,False,poor,5,Left in Sector,2020-10-11 04:45:14,9.901219577080163
9Hx97CrRKNJVj3FfC9kkN6,YoYo,2010-02-25 10:29:25,True,excellent,1,Pending Repair,2020-10-21 14:39:04,11.812338421971296
PnuHjtcTYAvBdKo8LNinrM,Lighter,2010-02-25 17:50:07,False,trsh,4,Left in Sector,2020-06-22 06:26:13,10.900159845751872
7mhXyP9Gd9ffCZ27oWTwu6,toster,2010-02-25 22:04:02,True,Good,7,Repaired,2020-11-29 23:14:14,42.636267796712346
UV3GAsadjjDym92ZzTp4qw,toster,2010-02-26 13:22:27,True,Good,7,Repaired,2020-09-23 01:43:37,46.00229470909621
e3z9MwpmJcsZxvTs8zdXBb,lighter,2010-02-28 17:17:11,False,trsh,3,Left in Sector,2020-04-18 11:56:44,4.58371472942975
EUHGpEGWEJhwQiMoSHdNHz,Lighter,2010-03-02 09:42:49,False,Trash,2,Left in Sector,2020-10-16 16:03:14,4.7116780321265255
ZBUF3hNyNpanA58RThNMKv,Lighter,2010-03-02 22:53:48,False,trsh,6,Left in Sector,2020-05-20 10:42:53,3.159224930810022
73NQyShtRUqgkriRHdG5pa,Lighter,2010-03-03 10:04:35,False,poor,6,Left in Sector,2020-07-27 01:09:10,7.820869271045293
JfHbBG5iUpxMuXWbGPiBbK,,2010-03-03 22:39:54,False,good,7,Left in Sector,2020-04-07 02:46:35,38.475474642195145
7hitAxgjDNvJB8q9x62WKs,,2010-03-04 16:32:12,False,good,0,Left in Sector,2020-02-24 19:54:50,32.85332135031543
eGuuwYMjdUi7zsU7CQqZQN,Toaster,2010-03-04 19:10:26,False,Trash,6,Left in Sector,2020-05-20 20:52:49,22.14477293141156
5hN8Y8Fzr9si5xHV4GKHyH,YoYo,2010-03-05 00:09:08,False,trsh,4,Left in Sector,2020-07-11 20:37:32,5.113291629292162
6xhpNMz9wk8pSCJcjuLVuV,Toaster,2010-03-05 14:29:41,True,Good,1,Inventoried,2020-11-12 13:32:54,26.452598154033005
hVxezkaEzEipgZ73fyGojM,,2010-03-08 04:45:58,True,Good,5,Repaired,2020-08-15 21:27:25,33.69104435805954
SyVzF67RjQtHhF4dFWPrhx,Lighter,2010-03-09 08:22:26,False,poor,3,Left in Sector,2020-12-09 01:15:06,2.5504491403292664
YSSsEyoDzXkqYdWKBbM6N7,yo-yo,2010-03-09 19:20:17,False,Trash,7,Left in Sector,2020-02-04 15:42:42,13.593185765270107
j7t2ngSqELsDjnW7SKQnaP,Toaster,2010-03-10 03:53:34,False,trsh,1,Left in Sector,2020-04-16 19:52:39,43.01229524801204
o64VNbwa6tR6gccvmV8gtq,Toaster,2010-03-10 10:50:57,True,Spare Parts,6,Pending Repair,2020-12-29 23:44:19,36.23162462751524
PPyyYiviMjKXW3Mg2dQ29j,toster,2010-03-11 07:44:58,False,Trash,7,Left in Sector,2020-01-17 01:14:13,24.692570402735296
SqeK2yvSG3m4b5hFwioquz,,2010-03-13 11:14:19,False,Good,6,Left in Sector,2020-08-21 21:50:06,9.638482158696423
BFmg7ssYZjWjPswFQqzegs,toster,2010-03-16 01:01:13,True,excellent,6,Pending Repair,2020-01-13 15:13:12,28.030715974627853
XpxkNYSRR7KpdwH8Hv6P4w,lighter,2010-03-16 08:15:59,True,Excellent,4,Repaired,2020-02-17 09:47:20,4.2634776527711775
UAp8cYDTvv2khbFcR9WwLr,,2010-03-16 14:16:24,False,Good,3,Left in Sector,2020-06-26 19:00:53,10.958564598658983
AqH7VtsL3XrJqnXBRy27Kk,toster,2010-03-17 11:04:38,False,Trash,5,Left in Sector,2020-01-28 14:54:18,36.31348812193724
R5dbveopeS9AnpxJkbifDx,YoYo,2010-03-18 14:45:07,True,Good,7,Repaired,2020-01-23 21:37:37,9.197850313701128
C2s9WztGDSdTsBiJwuRopx,Toaster,2010-03-18 20:52:05,False,good,1,Left in Sector,2020-04-03 08:59:59,43.51109678755249
V9PZCkk6SSbLa5tKaUQi8Z,Toaster,2010-03-19 08:58:01,True,good,3,Inventoried,2020-12-29 07:03:14,44.129241064479764
bzVJMeULfawJ2yHySKfsCk,lighter,2010-03-19 13:34:47,False,excellent,2,Left in Sector,2020-06-25 06:21:24,9.272735201585995
bPx5n2HWENuAmZpAg8fYAA,Toaster,2010-03-20 08:06:55,False,Poor,2,Left in Sector,2020-02-29 08:52:12,33.57377266982654
MZcJ2V4kvbKdihVtkyAHPZ,,2010-03-22 21:48:43,False,Good,0,Left in Sector,2020-07-26 00:32:23,10.091264867007009
8aqjUHC3yqngKnmYf4qKTR,lighter,2010-03-22 22:07:53,False,good,4,Left in Sector,2020-11-14 22:11:58,1.5201160072409572
BJfRojbyYLQZVUPGomC5Zz,YoYo,2010-03-24 12:47:11,True,excelent,3,Pending Inventory,2020-02-27 18:10:28,14.392393008902676
FztSAvwWh4FVN4685MLuNr,yo-yo,2010-03-24 16:44:14,False,Poor,4,Left in Sector,2020-10-15 18:03:45,12.582754071558426
RXzHuYrWu4iTnvR3je9kzx,toster,2010-03-24 17:48:54,False,Poor,5,Left in Sector,2020-07-14 18:30:20,36.807904769086605
5MteFEN7e8Bamn4xnXNSuZ,toster,2010-03-25 17:40:28,False,Trash,2,Left in Sector,2020-09-17 18:49:48,38.40698739974539
5z3ABLdQGPcK2i4gL7owkq,,2010-03-26 08:34:37,,Good,0,Pending Repair,2020-02-09 08:23:07,14.084157245308754
mtboUbW4s8kpogPVvgTVuB,Toaster,2010-03-26 10:27:07,False,excelent,5,Left in Sector,2020-10-26 12:29:10,38.62215446322733
gLEhDcerAJyw4moifH9GyA,Toaster,2010-03-27 17:58:27,False,Spare Parts,3,Left in Sector,2020-01-29 01:05:45,29.98002093295567
MgTbiMrwwkHUvCytLTvCpn,,2010-03-27 23:58:38,False,good,3,Left in Sector,2020-02-04 20:51:08,27.77936844259197
irmtTASskSUugRJMwuQTGz,toster,2010-03-29 06:18:08,True,Excellent,1,Repaired,2020-06-25 14:56:28,21.450510153321737
4rLgH2iyaAJ4jKZKaWKtMi,yo-yo,2010-03-30 23:34:16,True,good,7,Repaired,2020-08-29 19:04:04,15.511145397444475
jcMJnmUmCxUFSLkLdt7KbW,Lighter,2010-03-31 03:53:18,True,Poor,7,Inventoried,2020-10-19 22:44:57,10.959546989091905
SjzGfcjzuM4rvQEqSs4umt,Toaster,2010-03-31 18:47:27,True,good,4,Pending Repair,2020-08-09 18:50:28,37.52892595839808
dvbhajogVe9zMbyCnzCmfe,YoYo,2010-04-01 10:27:54,True,Good,0,Inventoried,2020-02-08 14:09:18,10.459792415152311
T35UkEuubTh7xJxJxF6kc9,yo-yo,2010-04-02 08:45:27,True,Good,6,Pending Inventory,2020-10-14 21:50:21,11.154019186157822
mxMs63gL4JwcJtL8hU3AtF,Lighter,2010-04-02 23:07:13,False,Trash,6,Left in Sector,2020-09-23 07:15:35,7.9746595446795485
cEL4ZGh6JZPGVQHatco4gx,toster,2010-04-03 22:41:08,True,excelent,4,Pending Inventory,2020-03-12 11:06:41,22.830604456215312
YV3DEVmEiU7DuwzBuAmGrg,YoYo,2010-04-04 02:49:09,False,good,3,Left in Sector,2020-08-23 12:02:04,8.20138889328483
FBmHYR9AyTyWye6oPoU7mr,Lighter,2010-04-04 20:27:46,False,Spare Parts,2,Left in Sector,2020-05-17 19:17:46,8.286144361788747
9P7zJ3FmHNQi8qLBeTgXf7,Lighter,2010-04-04 21:31:18,False,good,0,Left in Sector,2020-04-01 23:54:27,1.0852434323692774
HKaNmqhUB6HTaSPpBMgzkB,toster,2010-04-07 04:18:22,False,Spare Parts,7,Left in Sector,2020-03-04 18:36:31,45.32087683810104
mhFMtoKdCSeEjqhYokvub8,toster,2010-04-07 06:29:11,True,good,7,Pending Inventory,2020-04-10 14:08:00,40.23676305021284
idoBqfEydZfkYciirWYSCt,yo-yo,2010-04-07 12:56:33,True,Spare Parts,0,Inventoried,2020-12-21 05:18:37,11.237380973193137
kFknkMx94yzMkwQ87DeiuL,Lighter,2010-04-09 07:36:51,False,excelent,4,Left in Sector,2020-11-09 13:40:09,1.746000200357596
AAJNxyCNgR9zE6mZzJh3Wp,Toaster,2010-04-09 11:41:10,True,Good,0,Pending Repair,2020-10-22 03:54:54,24.75206538798465
Fvmiczig2fasjT5iPkYUtx,lighter,2010-04-09 14:21:15,False,Good,6,Left in Sector,2020-08-12 10:58:10,5.371148789997551
YcDo8QyaGzDSwDeM2Dgu6f,Lighter,2010-04-10 02:32:49,True,excelent,1,Repaired,2020-07-16 15:42:00,3.1714294250426267
evturUKexkfsv9RBUzMJk3,YoYo,2010-04-11 21:12:32,False,poor,0,Left in Sector,2020-05-08 08:54:17,10.572741509225462
HBfkV7dtHGMLnLvHCWLyNC,Toaster,2010-04-12 10:54:52,False,Trash,1,Left in Sector,2020-08-06 05:41:15,24.89332934748687
M79sywSAqkgeCTbsHYzfZs,Lighter,2010-04-13 04:28:34,True,Spare Parts,3,Pending Inventory,2020-06-21 05:05:56,9.98556794252629
QLfeVPYbxcF5d3UsEwrtyW,yo-yo,2010-04-14 16:59:50,False,excelent,3,Left in Sector,2020-08-03 06:35:59,12.830057683248164
Zfk3V2iqdxBsHfVs9KSRPH,,2010-04-14 21:37:22,True,Good,1,Pending Repair,2020-07-29 10:33:03,42.64216067302543
9Xidm2FqQovmcs7rnf6sAQ,yo-yo,2010-04-16 03:10:48,False,Trash,4,Left in Sector,2020-01-25 11:20:39,10.693908385217151
DRhhoRxbXrbf7HiXdTP2KV,yo-yo,2010-04-16 05:37:12,False,trsh,1,Left in Sector,2020-07-24 09:15:31,13.390282223247546
Daeeo2r3ej9FzDfTcbd3s9,yo-yo,2010-04-16 06:45:54,True,excelent,2,Pending Inventory,2020-07-18 21:50:00,12.421856528940358
7Zp5jUwdibKAQsPsTzK4qs,lighter,2010-04-16 10:55:52,False,poor,4,Left in Sector,2020-08-04 01:57:10,6.629337964358193
3xCHQ3L8Xj7iCr7YMVFVs8,Lighter,2010-04-17 11:51:02,True,Excellent,1,Inventoried,2020-12-20 23:24:32,8.63050720905696
APzcgBt2ajffCXCfDWDndv,YoYo,2010-04-18 08:32:12,True,excellent,7,Pending Inventory,2020-04-25 14:02:01,7.144902515714303
UVKGPBiE9BNdUSRQsXvCws,toster,2010-04-18 14:19:33,False,trsh,2,Left in Sector,2020-12-23 09:20:57,42.719857069296054
GedQw9KiEmRPVNHhKyR52o,YoYo,2010-04-18 15:31:23,False,Poor,3,Left in Sector,2020-03-26 19:00:10,9.101851595847542
MvpHou6SjrdVPwFhArwcEq,yo-yo,2010-04-18 19:11:34,True,good,1,Pending Inventory,2020-07-10 20:04:16,13.563766644624224
R6SYPW4y9CkrBcnWqXUnah,Toaster,2010-04-19 09:33:06,False,trsh,3,Left in Sector,2020-05-04 12:23:10,35.87029558082623
jgCJTvUosvhsTDDbRZ6pc8,lighter,2010-04-20 19:50:07,False,Poor,3,Left in Sector,2020-11-08 04:20:23,6.318430071204878
f2u2B65jXXCm7eL9hJ8HBy,,2010-04-21 16:58:08,True,good,5,Inventoried,2020-06-03 19:20:47,1.196276592262462
HccPcfNYMaQ5kQZfAevwrz,toster,2010-04-23 21:04:40,False,Spare Parts,4,Left in Sector,2020-03-29 00:39:57,35.0674974634663
ZBjsDMDWouVDjVrhJ4Kae4,lighter,2010-04-24 07:55:30,False,good,4,Left in Sector,2020-09-24 11:37:03,3.8019414595278236
J8eqpn4xXA7mHgHKeiG68X,Lighter,2010-04-24 15:40:13,False,Excellent,0,Left in Sector,2020-06-17 06:04:17,3.7936306514640386
QQxDyMqcd6JWCCxUhJuRdV,toster,2100-04-25 12:04:20,False,Trash,4,Left in Sector,2020-12-16 14:43:23,31.90945628082566
ZPzaC5jAFspwWgkYQEirLN,,2010-04-25 18:39:00,False,trsh,2,Left in Sector,2020-07-28 08:32:26,29.8366408841941
Xp4dgz8yVkcQqENXCCAAxu,Toaster,2010-04-25 23:38:22,False,poor,5,Left in Sector,2020-04-28 15:04:56,30.514035297129425
fBnjKdRLy5RBBVLTCRsFD8,,2010-04-26 04:51:22,False,trsh,7,Left in Sector,2020-02-16 19:18:30,11.575633756176817
ZnEZD5FYkr55wogW6jf3up,toster,2010-04-26 12:25:17,False,Spare Parts,3,Left in Sector,2020-08-27 22:57:24,29.194735861743524
KoJLS2Zbtxem7r59hwpyo7,yo-yo,2010-04-26 22:45:48,False,Good,5,Left in Sector,2020-01-07 09:49:09,13.95788731055806
5g45mpqYR7cwaztPdrNbMb,Toaster,2010-04-28 02:19:24,False,Excellent,0,Left in Sector,2020-01-18 18:11:03,39.173497226064484
CYqpzJjGTLibqN38Rqtnjh,YoYo,2010-04-28 19:58:39,False,Poor,5,Left in Sector,2020-04-21 01:45:46,5.881688019168363
PEzMjQw5hWiJFYPwwaegWS,Lighter,2010-04-29 06:10:44,True,excelent,5,Repaired,2020-04-10 16:51:36,3.1677930957218026
cZwdrtmsRCdP9w3i5EmxNr,,2010-04-30 10:07:22,False,Poor,7,Left in Sector,2020-09-05 23:47:26,45.76505991500713
PoNbXnNiaJKER2SpARauFq,Lighter,2010-05-01 08:05:31,False,excellent,4,Left in Sector,2020-04-01 15:00:46,2.8696132812682222
PbvtLzxUfPM9YrWP2xTRrh,yo-yo,2010-05-02 06:09:58,True,excellent,2,Pending Inventory,2020-10-01 16:46:05,11.131947948461075
gGLbnSaGQHSkgYnpP8uFTv,Toaster,2010-05-02 07:32:50,False,Trash,1,Left in Sector,2020-06-09 09:57:47,37.88614428389438
bkVTa4cwjw9K373zAiCrvq,YoYo,2010-05-02 23:38:58,False,Poor,6,Left in Sector,2020-10-26 04:12:39,5.100019933130685
TrKqyZKjdZzYGNB5XzvvmH,lighter,2010-05-03 03:40:34,True,trsh,7,Pending Repair,2020-01-23 16:03:57,1.0045638547156146
4yT6kJR8sKUBFMrxqw7KrT,YoYo,2010-05-05 10:05:11,True,Excellent,1,Missing,2020-10-02 03:48:16,15.479398354348819
W9nkUzyg2DHEMNMNGVETNn,YoYo,2010-05-05 19:27:57,True,trsh,0,Inventoried,2020-12-12 15:20:59,12.32857021450707
d7ZbFX7zPCk4oTHxaMfK2Z,toster,2010-05-07 05:07:44,True,Spare Parts,6,Pending Repair,2020-07-18 09:55:22,31.114043381544015
E9VjNT8mDHwZqJna42SkQJ,Lighter,2010-05-09 11:27:55,False,Spare Parts,1,Left in Sector,2020-06-23 19:34:23,1.9137364053396246
k3bjVWddVBar8WfSJu3cRm,yo-yo,2010-05-09 13:32:10,True,excelent,0,Pending Inventory,2020-06-24 04:03:56,11.208766238944314
QbmbdyjJWzvRWMD3LTCDD6,,2010-05-09 22:48:09,False,Excellent,2,Left in Sector,2020-09-20 03:32:26,6.5596110548810085
ZFpAnpWryTCUt776KzBXfE,lighter,2010-05-10 13:09:34,True,Excellent,6,Repaired,2020-10-26 02:50:55,8.731817993470713
AXhonKU4Qr98hso9xUeSQB,YoYo,2010-05-11 03:27:55,False,excellent,2,Left in Sector,2020-11-13 13:03:13,9.527595647352221
YqnhqSziTN4zzzayHeUUzM,Lighter,2010-05-12 20:20:27,False,Excellent,2,Left in Sector,2020-04-21 18:53:22,1.1401478748280194
87bHXcHaSeshaUsm52QVs9,lighter,2010-05-12 21:09:43,False,trsh,4,Left in Sector,2020-10-05 19:04:25,7.151141462118983
XAa8hacs9hKzfhhJfn7keR,lighter,2010-05-14 17:08:16,True,Spare Parts,5,Missing,2020-03-17 04:50:00,9.319868901933061
cVZ2pxZV9uUHWNBArY5AoK,YoYo,2010-05-15 01:02:38,False,good,0,Left in Sector,2020-03-18 20:24:55,10.07849074168455
ECakUhbjrDFfyNrvLNxf33,yo-yo,2010-05-15 20:08:10,False,Trash,0,Left in Sector,2020-09-12 18:30:55,12.735608051337286
ak3xLqhiETBGBARgF6KLwk,YoYo,2010-05-16 03:51:50,False,Poor,7,Left in Sector,2020-08-26 18:14:33,12.139569845691526
6qpB98RjstVSYSiY6VZhdy,,2010-05-16 15:08:38,False,Trash,4,Left in Sector,2020-10-11 17:40:24,39.0632143656167
ggUnfqmhSAmJXjFPkjkYQ6,toster,2010-05-16 17:31:42,True,Poor,3,Repaired,2020-02-18 17:24:03,36.40169794465179
6xE68RtiZknif4N7m4RBNH,,2010-05-19 06:31:02,False,Poor,5,Left in Sector,2020-04-02 11:14:48,25.10186237005742
dRaKkAvkUsqMQuBEyjfyDA,Toaster,2010-05-19 16:33:09,False,excellent,4,Left in Sector,2020-02-04 20:54:14,33.53741754723051
7WpLBbGUFh6DMBxFCiKctw,toster,2010-05-20 08:23:29,True,excellent,2,Inventoried,2020-09-09 23:01:25,28.83405931317978
74erQePxNEFxwf2SDTVTik,lighter,2010-05-20 17:49:45,True,excellent,1,Pending Inventory,2020-01-27 15:13:17,3.944980397788648
drgzQ7UkQKZe75cUVwh9nF,YoYo,2010-05-21 14:02:27,True,good,7,Missing,2020-10-13 07:57:56,9.859352867664683
byKz3ziCrC3Wn8XjcSrSgd,yo-yo,2010-05-22 03:42:56,False,poor,1,Left in Sector,2020-01-04 10:12:18,5.900757185214356
